ticket_id,review,category,rating,emotion,confidence,priority
TKT-44247,It is totally money wasted . Amazon no respond if you have any problem in your handset no response f,mobile,1,anger/sadness,75.23%,HIGH
TKT-44271,Sucks,mobile accessories,1,anger/sadness,74.01%,HIGH
TKT-44273,Fraud 6 pro ... 1.charger is defect gets heat.. 2.consumes more heat while using mobile 3.camera qua,mobile,3,anger/sadness,82.63%,HIGH
TKT-44276,"The basic feature of this watch like whatsapp, Instagram etc notification stopped after some time an",refrigerator,1,anger/sadness,85.73%,HIGH
TKT-44277,The sounds gets distorted at times and so does the picture quality. I guess the picture is due to to,smartTv,5,anger/sadness,54.00%,HIGH
TKT-44287,Purchased today and found that touchscreen not working. Called amazon customer care and executive as,smartTv,1,anger/sadness,91.70%,HIGH
TKT-44294,"Cemera not working, please return the mobile",mobile,1,anger/sadness,97.55%,HIGH
TKT-44302,Overall ok product,mobile,3,neutral,47.12%,MEDIUM
TKT-44311,Charging power is good but durability is very poor. It worked just for 4 months. Can anyone tell how,mobile,1,anger/sadness,69.44%,HIGH
TKT-44318,Face recognition doesn't work at all. It takes lots of time in charge. Sometimes it's slow if you ar,mobile accessories,4,anger/sadness,64.49%,HIGH
TKT-44324,Its fine and also One side earphone stopped working before even completing a month n its soo disappo,mobile accessories,3,anger/sadness,64.52%,HIGH
TKT-44330,"Don't purchase this item because mobile is also good , but camera is very very very bad, its not 25 ",mobile,1,anger/sadness,76.11%,HIGH
TKT-44332,Product is damaged,refrigerator,1,anger/sadness,80.52%,HIGH
TKT-44339,I get problem with sensor when calling or receive calls with hanging Picture quality from rear camer,mobile,3,anger/sadness,90.21%,HIGH
TKT-44340,This is very bad and cheap quality product do not buy ever.. you will regret this is shameful.. Huwa,mobile,1,anger/sadness,89.01%,HIGH
TKT-44350,The earphones worked okay for the first 1-2 days after delivery and then all of a sudden wont switch,mobile accessories,1,anger/sadness,85.20%,HIGH
TKT-44354,I got a faulty piece which had scratches on it. I placed a return and hope for soon refund. I am sor,mobile accessories,1,anger/sadness,92.85%,HIGH
TKT-44360,Calling quality very poor.... Sometimes it listened properly n some times it's very slow.. I could n,smartTv,1,anger/sadness,70.50%,HIGH
TKT-44364,"Phone button system(back,home buttons) utter flopp. With this phone selfie We never set as dp. Camar",mobile,1,anger/sadness,71.02%,HIGH
TKT-44367,not bad,mobile,4,anger/sadness,67.42%,HIGH
TKT-44373,Product was damaged.i need to return the product,smartTv,1,anger/sadness,92.28%,HIGH
TKT-44386,Battary life very disappointed,mobile,2,anger/sadness,55.23%,HIGH
TKT-44391,How to claim for warranty Because my battery charger not working now Please advise me,refrigerator,1,anger/sadness,60.73%,HIGH
TKT-44409,Pigeon Vegetables chopper started to give problem after 15 days from the date of purchase. It is not,smartTv,4,anger/sadness,72.14%,HIGH
TKT-44414,Worst product Bought this product in feb stopped working in 1 month got it replaced by the MI store ,mobile,1,anger/sadness,99.18%,HIGH
TKT-44423,Average quality product,smartTv,3,neutral,53.98%,MEDIUM
TKT-44425,1) The headphone jack and charging port are same and this particular feature is very uncomfortable a,smartTv,2,anger/sadness,55.17%,HIGH
TKT-44427,Very poor quality,smartTv,1,anger/sadness,88.49%,HIGH
TKT-44431,please do not purchase samsung m20 as the battery life is too less even though it is mentioned 5000 ,mobile accessories,1,anger/sadness,75.68%,HIGH
TKT-44441,"Camera is worst, it’s like 2MP camera Screen quality is not good",mobile,3,anger/sadness,42.67%,HIGH
TKT-44450,1 hour battery life on full charge. Slow as hell...would have returned but exceeded the 15 days wind,smartTv,1,anger/sadness,96.71%,HIGH
TKT-44456,Very bad product. Selfie camera not working. How I can exchange the product with new one.,mobile accessories,1,anger/sadness,75.43%,HIGH
TKT-44458,Product is good but Mi service centre response is worst.... Plz don't buy any products of mi ... If ,mobile,1,anger/sadness,96.52%,HIGH
TKT-44468,stop working within 1 month,mobile,1,anger/sadness,90.67%,HIGH
TKT-44476,It is a fake product because it's sound quality is low and it hangs so often.,mobile accessories,2,anger/sadness,79.44%,HIGH
TKT-44480,"It stopped working and doesn't turn on. Powers when you connect to laptop, but then turns off. This ",mobile accessories,1,anger/sadness,92.30%,HIGH
TKT-44489,A big no. Display was not so good. Think twice before you buy this mobile. Better buy note 7s or 7 p,mobile accessories,1,anger/sadness,80.68%,HIGH
TKT-44502,Worst phone don't buy it. I have got delivered a defective piece which was having an issue with touc,mobile accessories,1,anger/sadness,98.46%,HIGH
TKT-44503,Durability is major concern before one years one side sound stopped working but I am not India so no,mobile,1,anger/sadness,57.06%,HIGH
TKT-44511,No voice . No proper service,smartTv,1,anger/sadness,54.80%,HIGH
TKT-44541,Ok product,smartTv,2,neutral,42.95%,MEDIUM
TKT-44544,Uesless headset..my one side is not working within 20 days So i registered a complaint for warranty ,mobile accessories,1,anger/sadness,95.04%,HIGH
TKT-44550,Would give less than 0 if there was option A regular problem of Samsung of slow processor Which Sams,mobile accessories,1,anger/sadness,74.44%,HIGH
TKT-44562,I got manufacturing defect peice black spots at the bottom of the tv noticed and no 4k enhancer vidE,smartTv,1,anger/sadness,60.50%,HIGH
TKT-44570,Not bad,mobile,3,anger/sadness,67.42%,HIGH
TKT-44579,Very bad sensor .and some future not satisfied . Finger sence not working properly this model I chan,mobile accessories,1,anger/sadness,65.53%,HIGH
TKT-44581,Charger while charging heat horribly... It feels that any that it will blast..,mobile accessories,5,anger/sadness,37.81%,HIGH
TKT-44595,Bad,smartTv,1,anger/sadness,67.42%,HIGH
TKT-44607,"Worst worst worst poor Amazon customer service.... Product has some issues,power and volume button n",mobile accessories,1,anger/sadness,97.19%,HIGH
TKT-44613,"Very bad experience with this phone. During calling clock appears , suddenly turch on, video running",mobile,1,anger/sadness,61.16%,HIGH
TKT-44643,After use of 10 days Big problem found in network Can't talk properly Can't call properly After tryi,mobile accessories,1,anger/sadness,55.14%,HIGH
TKT-44661,It works only when it is charging mode and when after 2 hours we remove the charger it stop working ,mobile accessories,2,anger/sadness,81.27%,HIGH
TKT-44675,Panel defects and it shows the green line and white dot on panel horizantal as well as verticle and ,smartTv,1,anger/sadness,68.38%,HIGH
TKT-44681,"Don't purchase iPhone 6S, not working properly. Camera is not good. After playing game in 1 hr it go",mobile accessories,1,anger/sadness,89.47%,HIGH
TKT-44682,actually i bought iPhone 7 recently past 1days using my phone is getting over heated i dont understa,smartTv,1,anger/sadness,65.10%,HIGH
TKT-44683,I don't like this product. Don't waste your money to purchase this product. Slow charging. Hang some,mobile,1,anger/sadness,95.69%,HIGH
TKT-44685,"Worst phone ever, hangs very often. Even a app like paytm can't accessible. Share it, crome, light g",smartTv,1,anger/sadness,95.20%,HIGH
TKT-44690,"I have received a defective product, there is weird shadows on all four corners of screen. Like a vi",smartTv,1,anger/sadness,77.48%,HIGH
TKT-44693,I am disappointed by the phone. It is lagging playstore is not working since yesterday. It has updat,mobile,1,anger/sadness,83.47%,HIGH
TKT-44703,"Delivery was really late, took 14 days delivery time. Product is good, cooling is super, no sound at",refrigerator,5,anger/sadness,42.87%,HIGH
TKT-44704,Network issue,mobile accessories,2,anger/sadness,48.16%,HIGH
TKT-44706,Phone looking so good but some problep in this device .Becouse thise device is wark very slow and so,mobile accessories,3,anger/sadness,39.63%,HIGH
TKT-44723,I have received two times Mi Redmi Note 5pro mobile display defective product also you can see the p,mobile,1,anger/sadness,97.54%,HIGH
TKT-44732,"Don't rush and buy this phone , there are many defects , giving the review after 15 days of use...wh",mobile accessories,1,anger/sadness,66.08%,HIGH
TKT-44734,This phone doesn't provide facility to insert MEMORY CARD into it which is horrible !!!!!1 Battery i,mobile,1,anger/sadness,51.68%,HIGH
TKT-44736,Not bad,smartTv,3,anger/sadness,67.42%,HIGH
TKT-44738,"hi Amazon had taken this charger in the old order mobile, its charger was not working, I had talked ",smartTv,5,anger/sadness,53.33%,HIGH
TKT-44740,"No cost emi is false statement,I m paying EMI with interest every month",mobile,3,neutral,42.15%,MEDIUM
TKT-44741,the phone gets hanged frequently and it started after a month of buying and the return is also close,mobile accessories,1,anger/sadness,95.34%,HIGH
TKT-44751,This stopped working after 15 days of usage..,mobile,1,anger/sadness,89.22%,HIGH
TKT-44755,"May Be refebrish Power Bank With Original Box. Box Seal Was Broken, Body Looks Cheap plastic. May be",mobile,1,anger/sadness,75.34%,HIGH
TKT-44761,If you are buying it for camera quality. Please do not buy. I am regretting and there is no return p,mobile accessories,1,anger/sadness,77.46%,HIGH
TKT-44764,Remote is the worst i have ever seen. Not in the looks or the control. But the fact that it drains b,smartTv,1,anger/sadness,47.38%,HIGH
TKT-44780,If you want earphone with some base then you should not go for these c50 earphone. Base quality is l,mobile,3,anger/sadness,42.17%,HIGH
TKT-44783,1.Its display is not so good except night mode.The black letters on the white screen are not so vivi,mobile,3,anger/sadness,52.67%,HIGH
TKT-44785,Waste of money,mobile accessories,1,anger/sadness,97.23%,HIGH
TKT-44790,Phone is over all better outlook is 5 star but screen resolution disappointed.,mobile accessories,4,anger/sadness,60.01%,HIGH
TKT-44791,Used and damaged product and bag delivered,refrigerator,1,anger/sadness,75.33%,HIGH
TKT-44794,The phone is not good only as look wise good but on using it so much heating issue and hanging issue,smartTv,1,neutral,44.72%,MEDIUM
TKT-44801,I kindly request not to buy huewai phone. Phone is good if once the get crack or get iany damage hua,mobile,5,anger/sadness,63.63%,HIGH
TKT-44809,I would not even give 1 star to this product. Within 2 months it had battery issues and even after r,mobile accessories,1,anger/sadness,96.71%,HIGH
TKT-44810,It starts showing it's real color within 5-6 months of purchase. Don't go for it.. Boat k original w,mobile,1,anger/sadness,80.88%,HIGH
TKT-44829,Not good at all! It stopped functioning in 10 days,mobile accessories,1,anger/sadness,61.44%,HIGH
TKT-44831,Camera is Hopeless 48 MP is not a number. Samsung J7Pro of 13MP is far better that this camera. Batt,mobile,1,anger/sadness,68.59%,HIGH
TKT-44837,Camera gets hang each time I take pics and it's very frequent.,mobile,3,neutral,38.43%,MEDIUM
TKT-44840,"Though sound quality is good, FM radio is not working, I am very disappointed.",smartTv,2,anger/sadness,52.46%,HIGH
TKT-44841,Very bad product and I got damaged product it's corners were not good when I tightly hold my finger ,mobile,5,anger/sadness,87.29%,HIGH
TKT-44844,"I bought 2 Mi4CPro, in both the TV, USB Drive was not working. Moreover when you connect your set to",smartTv,3,anger/sadness,44.46%,HIGH
TKT-44846,Over all the product is nice but battery backup is horrible it hardly last for 3 hours while playing,mobile accessories,1,anger/sadness,63.89%,HIGH
TKT-44857,Its heavy and 6000mah is having the heating problem soon u starting using wats app tik tok Google ec,mobile,1,anger/sadness,38.78%,HIGH
TKT-44860,The screen is very sensitive...the screen is broken after a very small shock...so i didn't like this,mobile accessories,1,anger/sadness,55.06%,HIGH
TKT-44861,Not bad,refrigerator,4,anger/sadness,67.42%,HIGH
TKT-44890,"Very bad , Don't go for this Product .There is charging Problem since I purchased. The company refus",mobile,1,anger/sadness,92.42%,HIGH
TKT-44898,It's alright for the price range however the phone hangs a lot even during the first few days. Touch,mobile accessories,2,neutral,47.75%,MEDIUM
TKT-44900,Face lock not working properly. Mobile face lock is also opened when our images place on camara. Als,mobile,3,anger/sadness,50.70%,HIGH
TKT-44902,"Its working fine till 6 months since I purchased this item, now power bank is not getting charged an",mobile,1,anger/sadness,77.00%,HIGH
TKT-44909,I got redmi 6 pro 2 months back and now I am facing a problem in such a short duration. The phone ke,mobile,1,anger/sadness,77.35%,HIGH
TKT-44911,"Received today 06.03.19, Not working between Samsung T5 SSD and RedMi 6 Pro. Will check with few mor",mobile accessories,1,anger/sadness,86.97%,HIGH
TKT-44928,Got the delivery and surprised to see that camera and Flashlight are not working. Rear camera is not,smartTv,1,anger/sadness,56.21%,HIGH
TKT-44935,Headphone is not available. Call recordings is not available.network catching capacity is lower. I a,mobile accessories,1,anger/sadness,74.62%,HIGH
TKT-44944,I phone removed the 3.5 mm headphone jack to receive money from third party manufacturers which make,smartTv,1,anger/sadness,55.91%,HIGH
TKT-44945,Not as expected...very poor battery life,mobile,2,anger/sadness,42.67%,HIGH
TKT-44955,"Recieved a defective product. Did a complaint against the product, no action taken until now. It has",smartTv,1,anger/sadness,85.00%,HIGH
TKT-44966,Damaged product. There is no replacement of damaged product in case of heavy appliances.,refrigerator,1,anger/sadness,79.89%,HIGH
TKT-44979,Hanging problem when incoming calls come you can't pick the call,mobile,1,anger/sadness,73.01%,HIGH
TKT-44985,"Unwanted advertisement will appear on lock screen getting frustrated, changed all settings but still",mobile,1,anger/sadness,58.39%,HIGH
TKT-44989,1.WiFi 5 GHz band signal strength is weak 2.Main speaker volume is very low when compared to Samsung,mobile accessories,4,anger/sadness,39.35%,HIGH
TKT-44996,Book is fine but I got a defective product. Huge chunk of 33 pages are missing. I can't even return ,books,1,anger/sadness,86.49%,HIGH
TKT-44997,"Pl dont buy this camera. On first day, first usage itself, i got Canon error 1 saying lens is not cl",refrigerator,1,anger/sadness,61.83%,HIGH
TKT-45001,not on after delivery 5 hour charging phone is defected,mobile accessories,1,anger/sadness,72.30%,HIGH
TKT-45003,I hear sound inside the phone. No response I get regarding this!,mobile accessories,2,anger/sadness,69.00%,HIGH
TKT-45007,Received product with hardware problem ( tv menu and source bottom no working).requested for replace,smartTv,2,anger/sadness,69.15%,HIGH
TKT-45010,Most of times it is getting hanging and unable to change ring tone. Photos quality is not up to mark,mobile accessories,1,anger/sadness,68.96%,HIGH
TKT-45018,Phone got dead after few days...and no replacement yet...,smartTv,1,anger/sadness,87.31%,HIGH
TKT-45019,For half of its price you can get OnePlus6 which is better than this. Don't waste your money and buy,mobile,1,anger/sadness,89.14%,HIGH
TKT-45020,"Serious network issues , front camera looks like old VGA camera, back camera sounds bad in night, so",mobile,1,anger/sadness,94.24%,HIGH
TKT-45026,Very poor quality....iam cancel the phone...,mobile,1,anger/sadness,88.26%,HIGH
TKT-45027,Useless product if I examine whole phone features in 10days I really return it. Recorder not availab,mobile accessories,1,anger/sadness,74.73%,HIGH
TKT-45029,The phone i recieved has manufacturing display defect,mobile accessories,1,anger/sadness,55.96%,HIGH
TKT-45034,Used this for less than 3 years and the motherboard is not working replacement motherboard cost 1300,smartTv,1,anger/sadness,86.32%,HIGH
TKT-45039,I think it is a refurbished one. for the past couple of months the performance has been so poor and ,smartTv,1,anger/sadness,88.40%,HIGH
TKT-45042,It stopped working from one side both the times I buyed it.,mobile,1,anger/sadness,81.28%,HIGH
TKT-45043,I use this product first-time Bluetooth connected after some time it's not working. I replace this p,smartTv,1,anger/sadness,60.84%,HIGH
TKT-45050,It hangs frequently....needs restart,mobile,1,anger/sadness,68.21%,HIGH
TKT-45061,"Rating 0/5... Netflix, Amazon prime, online content sharing doesn't work... Waste of money... Worst ",smartTv,1,anger/sadness,91.03%,HIGH
TKT-45064,The most unique feature of this product - face id for unlock is not working in the product delivered,mobile,2,anger/sadness,51.49%,HIGH
TKT-45073,Screen broke with a minor fall from bed side table (a height of around 1.5 feet). Repair cost is 4.5,mobile,1,anger/sadness,52.23%,HIGH
TKT-45086,Worst mobile received. I received a used mobile. Which was not expected.,mobile,1,anger/sadness,91.03%,HIGH
TKT-45089,Mobile is great but DONT BUY IT 1) u can't connect headphones to the mobile. 2) separate audio cable,mobile,2,anger/sadness,48.86%,HIGH
TKT-45091,Heavy battery drain and heating I'm sorry I bought this I'm disappointed,mobile,1,anger/sadness,75.19%,HIGH
TKT-45102,"Worst phone. Waste of money. Worst camera experience, processor & fingerprint scanner",mobile,1,anger/sadness,97.27%,HIGH
TKT-45103,This is the worst product. I normally keep my phone in the front pocket of my jeans and this phone s,mobile accessories,1,anger/sadness,95.67%,HIGH
TKT-45128,Don't buy ....I have buy on 14 February ..after one month problem coming.... Like sounds....security,mobile accessories,1,anger/sadness,95.15%,HIGH
TKT-45133,Front camera quality is very poor and service in Amazon prime also frod because this product is not ,mobile accessories,3,anger/sadness,88.61%,HIGH
TKT-45139,"Its unfortunate that item received within a week turned out to be defective where other party ""simpl",smartTv,1,anger/sadness,96.92%,HIGH
TKT-45143,Sir This phone is hanged during searching of contact no. Battery backup issue.,mobile,1,anger/sadness,51.49%,HIGH
TKT-45153,"I received defective product,i can't able to update software , heating issue. i try to communicate w",mobile accessories,1,anger/sadness,92.46%,HIGH
TKT-45154,Screen quality is very bad,mobile,1,anger/sadness,64.15%,HIGH
TKT-45166,1. Display- 5/5 2. Battery- 3/5 3. Camera- 1/5 4. Build Quality- 1/5 48mp Camera seems like 8mp... v,mobile,1,anger/sadness,71.25%,HIGH
TKT-45175,"Hoping that it would work on Oneplus 2, but it does not. Quality is good. Works on different applica",mobile,4,anger/sadness,55.24%,HIGH
TKT-45210,This is good mobile for normal usages person not the pubg game lover. Server don't respond every gam,mobile,3,anger/sadness,43.83%,HIGH
TKT-45219,Not working within 15 days of purchase,mobile,1,anger/sadness,86.30%,HIGH
TKT-45220,color is nice but ear phone plugin to the phone is not working properly suddenly audio is stopped ..,mobile,1,anger/sadness,84.64%,HIGH
TKT-45230,I received broken cable also not mansion anything show this at original cable,mobile accessories,1,anger/sadness,56.97%,HIGH
TKT-45231,Its very bad .. plz plz dont buy from online hp laptop.. it takes long time to open ..,smartTv,1,anger/sadness,85.15%,HIGH
TKT-45236,not good. worst battery backup,smartTv,1,anger/sadness,71.43%,HIGH
TKT-45239,Very poor,smartTv,1,anger/sadness,86.99%,HIGH
TKT-45248,"1. The battery discharges very quickly, lasts only for 9-10 hours with a decent use. The claim of 50",mobile accessories,2,anger/sadness,47.04%,HIGH
TKT-45254,please provide this in HINDI EDITION......,books,3,neutral,42.36%,MEDIUM
TKT-45290,Now I check that on loudspeaker mic not working .but normally working ok. Now return time is over. S,mobile accessories,5,anger/sadness,71.01%,HIGH
TKT-45303,48 megapixel camera bol ke bekaar camera de raha hai photos bilkul hi bekaar aata hai Don't purchase,mobile,1,anger/sadness,84.68%,HIGH
TKT-45305,Poor fingerprint Slow camera click speed,mobile accessories,3,neutral,54.80%,MEDIUM
TKT-45325,Even after 4 months of purchase it is not converted into EMI. I end up paying double interest! Amazo,smartTv,1,anger/sadness,43.71%,HIGH
TKT-45352,"There are multiple issues with the handset, so I am going to mention one by one. 1. Network receptio",mobile,1,anger/sadness,38.28%,HIGH
TKT-45357,Foor very poor,mobile,1,anger/sadness,86.99%,HIGH
TKT-45358,Wish I had a negative star for it.. Worst product and phone doesn't charge full even you charge it f,mobile,1,anger/sadness,73.40%,HIGH
TKT-45367,"Size, looking, camera, speed wise good but I had technical issue in 3 days. My phone display was dea",mobile accessories,2,anger/sadness,68.35%,HIGH
TKT-45372,Not even 5 months the screen got cracked and only half of it is working so anyone help me for return,refrigerator,2,anger/sadness,95.44%,HIGH
TKT-45386,Unable to connect via Bluetooth and no 3.5 mm output jack to connect to speakers,refrigerator,1,anger/sadness,40.27%,HIGH
TKT-45388,3rd class quality ghatiya product jb aukat nhi h phone maintain krne ki to banate ku h mi wale,mobile accessories,1,anger/sadness,64.07%,HIGH
TKT-45391,The worst 48mp camera ever. And the build quality also is poor. Not expected this from Samsung.,mobile accessories,1,anger/sadness,80.31%,HIGH
TKT-45403,"WiFi not working, setup can't be completed. Customer service is not initiating return or replacement",mobile,1,anger/sadness,88.94%,HIGH
TKT-45410,"Ram, Storage, good for it's price. Battery being 4000 mah doesn't last for 1 day. Video quality is p",mobile,4,neutral,37.77%,MEDIUM
TKT-45434,Its display/screne get break after it fall from very less height.... Only in 1 months i lost my phon,mobile accessories,2,anger/sadness,74.71%,HIGH
TKT-45444,After 2 months of use suddenly the display on screen got blurred.It started to turn ON and OFF again,mobile,1,anger/sadness,80.76%,HIGH
TKT-45446,Would have used hardly for 5 to 8 hours since I got this product and it does not charge now. Return ,mobile accessories,1,anger/sadness,92.46%,HIGH
TKT-45453,My iPhone 7 dead after one year & 7 days... Service center saying it's hardware issue & repair cost ,smartTv,1,anger/sadness,94.47%,HIGH
TKT-45457,The charger is not working since delivered I want a replacement What happened to my BP checking devi,smartTv,2,anger/sadness,71.21%,HIGH
TKT-45458,Hi all this mobile is getting heated very quickly when i talking or installing apps or using interne,mobile,1,anger/sadness,90.80%,HIGH
TKT-45462,Camera Quality not upto the mark. Mainly lowlight and night picture quality is poor. Rest all r ok,mobile accessories,5,anger/sadness,41.42%,HIGH
TKT-45464,Pros Display looks good Battery( 1day+ with average usage) Cons Low Signal Charger cable is too shor,mobile,2,neutral,45.33%,MEDIUM
TKT-45472,Very unhappy... Product not working,smartTv,1,anger/sadness,79.15%,HIGH
TKT-45482,Bed fiture in mobile,mobile,1,anger/sadness,76.24%,HIGH
TKT-45487,"Everything was fine until one fateful day, the laptop decided not to work! When I checked with Apple",smartTv,2,anger/sadness,84.94%,HIGH
TKT-45524,Average,smartTv,4,neutral,55.72%,MEDIUM
TKT-45528,It stopped working after one month. No service centre availabile at the location.. Need a replacemen,refrigerator,1,anger/sadness,92.75%,HIGH
TKT-45543,Call receivers and callers to this handset cannot hear properly. I have to visit Apple Store to get ,smartTv,1,anger/sadness,54.32%,HIGH
TKT-45550,"I ordered a mobile set for my uncle on 2nd May, 2019 which started hanging and misbehaving after one",mobile,1,anger/sadness,74.79%,HIGH
TKT-45561,Stop working one side in less than 6 month,mobile,1,anger/sadness,90.67%,HIGH
TKT-45566,Didn't received cash back on hdfc card,mobile accessories,3,anger/sadness,60.39%,HIGH
TKT-45570,Very bad experience when i got my new fon. Fon not got on after the replacement under one month spea,mobile,1,anger/sadness,91.35%,HIGH
TKT-45579,"I tried everything but could not connect the device with mi fit app....there is no return, first tim",refrigerator,1,anger/sadness,96.43%,HIGH
TKT-45612,Good but battery drains quickly! And there is no screen recorder option..,mobile accessories,4,neutral,42.02%,MEDIUM
TKT-45615,Back camera is very bad,smartTv,2,anger/sadness,70.67%,HIGH
TKT-45628,very bed battery bakup. do not bye everyone.,mobile accessories,1,anger/sadness,74.56%,HIGH
TKT-45630,Bellow average,refrigerator,3,neutral,55.72%,MEDIUM
TKT-45631,Worst,smartTv,1,anger/sadness,97.26%,HIGH
TKT-45652,"Purchased in June 2018, Stopped charging any device or getting charged in November 2018. Was used re",mobile,3,anger/sadness,77.70%,HIGH
TKT-45668,Software problems. don't buy this mobile,mobile,1,anger/sadness,90.12%,HIGH
TKT-45671,Worst Phone ever in this segment .. Don't just go for it by watching the features of the phone. Got ,mobile,1,anger/sadness,97.87%,HIGH
TKT-45672,Cover of the book was tared it was very dirty and looking like old book am disappointed,books,1,anger/sadness,54.82%,HIGH
TKT-45680,Totally waste,mobile,1,anger/sadness,85.96%,HIGH
TKT-45692,As the phone is an upgrade version but it does not support the features of its old mi phones like no,mobile,1,anger/sadness,43.16%,HIGH
TKT-45693,"length of its both wires are frustrated as too lengthy and not comfortable at all, when you fix the ",mobile accessories,2,neutral,47.12%,MEDIUM
TKT-45712,Battery backup is quite poor....needs two times charging in a day.Not good enough....its 2nd time wi,mobile,1,anger/sadness,88.02%,HIGH
TKT-45715,Worst phone,mobile accessories,1,anger/sadness,98.77%,HIGH
TKT-45717,Completely unexpected. The noise in RHS ear is diminishing. The reason given by technical team isn't,mobile accessories,1,anger/sadness,65.91%,HIGH
TKT-45723,After usage of 6 months observed service issuse better don't buy ds,mobile,1,anger/sadness,85.39%,HIGH
TKT-45755,Wrong step counting it's count step driving the car and riding thw bike soo please again do not mant,refrigerator,1,anger/sadness,60.60%,HIGH
TKT-45759,don't buy this product when i open the box full of dust in screen and scratches in mobiles dont buy ,mobile accessories,2,anger/sadness,95.46%,HIGH
TKT-45782,"Reviewing after using for 2 months Battery is good, low light photography of front cam is bad, old p",mobile,4,neutral,59.76%,MEDIUM
TKT-45792,Refrigerator not at all have a cooling effect. Informed vendors but not able to get any technician n,refrigerator,1,anger/sadness,51.27%,HIGH
TKT-45797,waste of money,smartTv,1,anger/sadness,97.23%,HIGH
TKT-45801,Very bad experience for me,mobile,1,anger/sadness,79.07%,HIGH
TKT-45804,Quality and sound effect worst,smartTv,1,anger/sadness,64.25%,HIGH
TKT-45807,Poor brand customer support in south India. Brought on 23rd Oct 2019 for 13+k after all discounts an,smartTv,1,anger/sadness,82.93%,HIGH
TKT-45820,Worst product. Got cheated after buying the product. Product doesn't even have return policy.,smartTv,1,anger/sadness,98.21%,HIGH
TKT-45826,SIM CARD EJECTOR NOT AVAILABLE IN THE BOX. PLEASE DELIVER THE SAME IMMEDIATELY.,mobile accessories,2,anger/sadness,61.13%,HIGH
TKT-45831,Worst phone..hangs alot...worst performance...calls are not audible...hangs alot...takes times to sw,mobile,1,anger/sadness,95.37%,HIGH
TKT-45837,"Picture, sound quality okay .... Battery life is worst....... mobile getting struck or hanging..... ",mobile,1,anger/sadness,97.35%,HIGH
TKT-45839,Therd class products jo kuch bhi description me hai wo just tv sale karne ke liye image quality sd H,smartTv,1,anger/sadness,53.84%,HIGH
TKT-45843,Not a smart tv.wi-fi not connected this led.i will return this led tv.dont buy.,smartTv,3,anger/sadness,59.76%,HIGH
TKT-45844,Worst ! Lasted for only month don't buy this,mobile accessories,1,anger/sadness,98.34%,HIGH
TKT-45847,I want to replace my phone.... It's just 3 month may be...it's not working now... Display and all th,mobile,3,anger/sadness,69.76%,HIGH
TKT-45867,"I am perched shinco 49 uhd TV,this TV was not canect Wi-Fi,internet,eshare.service engineer problem ",smartTv,1,anger/sadness,71.81%,HIGH
TKT-45884,Coluour damage,smartTv,1,anger/sadness,64.70%,HIGH
TKT-45888,Worst product worst sound,smartTv,1,anger/sadness,97.18%,HIGH
TKT-45919,Quality not up to the mark. Moreover amazon doesn't care.,mobile accessories,1,anger/sadness,65.80%,HIGH
TKT-45920,Waste of money,mobile accessories,1,anger/sadness,97.23%,HIGH
TKT-45921,"picture quality is good, battery life average, however hangs.",mobile,3,neutral,45.82%,MEDIUM
TKT-45950,This product is very worst.this product screen is very poor. Automatic camera open and automatically,mobile accessories,1,anger/sadness,98.14%,HIGH
TKT-45973,By far the worst phone I have ever used. Keyboard lags everytime I type. Distortion in camera and fi,mobile,1,anger/sadness,85.83%,HIGH
TKT-45975,Network strength very very poor.,mobile accessories,1,anger/sadness,67.35%,HIGH
TKT-45978,Device is getting hot while browsing internet on browser and Playing online video other than you tub,mobile accessories,3,anger/sadness,57.43%,HIGH
TKT-45987,Please dont buy...,mobile accessories,1,anger/sadness,88.13%,HIGH
TKT-45991,Worst Mi product ever. I used to be a huge Mi fan but this one didn't even work for 3 months and has,mobile,1,anger/sadness,96.96%,HIGH
TKT-45994,Camera is worst. If you are looking for a phone with good phone then this is full disgust. Even 8MP ,mobile,1,anger/sadness,92.88%,HIGH
TKT-46001,"It's not good,bettry 3rd class",mobile accessories,1,anger/sadness,48.22%,HIGH
TKT-46007,"Worst laptop ever I have seen in my life.Please don't buy it...When you right click and click NEW , ",smartTv,1,anger/sadness,96.59%,HIGH
TKT-46008,"Camera quality and fingerprint is good.. But to use them, battery should be good... This product has",mobile,1,anger/sadness,82.13%,HIGH
TKT-46019,Purchased this last year October 2017. For my CV TV camera. Now the memory card is not detecting in ,mobile,2,anger/sadness,60.73%,HIGH
TKT-46030,Why you don't send an article without testing ? My Jbl go speaker is not working and not taking char,smartTv,1,anger/sadness,91.62%,HIGH
TKT-46051,Great all round performer for it's price. Out of the box had an issue where the back of the phone wo,mobile accessories,3,neutral,41.10%,MEDIUM
TKT-46058,Pros Delivery Xcellent Display Terrific Sound Good Looks Good Battery Good Cons Rear Camera Did not ,mobile,3,neutral,63.23%,MEDIUM
TKT-46060,"very bad deal, 1-2 month working fine but later is too much lagging problem, app crashed. worst mobi",mobile,1,anger/sadness,78.29%,HIGH
TKT-46068,Seems to be slow processing,smartTv,5,anger/sadness,63.91%,HIGH
TKT-46073,Go for new products of MI. I not satisfied with this. I expected a lot.but nothing is there,mobile,3,anger/sadness,50.34%,HIGH
